,Bankrekening,Consumentenkrediet,Creditcard,Hypotheek,Incasso,Kredietregistratie
fense,0,0,0,0,1,0
firstcreditonline,0,0,0,0,1,0
addedif,0,0,0,0,1,0
reassign,0,0,0,0,1,0
mirnada,0,0,0,0,1,0
solutionssolutions,0,0,0,0,1,0
limations,0,0,0,0,1,0
reobtaining,0,0,0,0,1,0
reappearing,0,0,0,0,1,4
exaggerated,0,0,0,0,1,0
stepsister,0,0,0,0,1,0
pizza,0,0,0,0,1,0
snapped,0,0,0,0,1,0
motto,0,0,0,0,1,0
unwisely,0,0,0,0,1,0
restraint,0,0,0,0,1,0
selfish,0,0,0,0,2,0
sob,0,0,0,0,1,0
kennard,0,0,0,0,1,0
iphones,0,0,0,0,2,1
obligate,0,0,0,0,1,0
durres,0,0,0,0,1,0
coward,0,0,0,0,2,0
educaiton,0,0,0,0,1,0
rehabilation,0,0,0,0,1,0
rehabiliation,0,0,0,0,1,0
payemnts,0,0,0,0,1,0
creditorxxxx,0,0,0,0,1,3
defaultxxxx,0,0,0,0,2,0
limitationsxxxx,0,0,0,0,1,0
orxxxx,0,0,0,0,1,0
debtsxxxx,0,0,0,0,2,0
alabamaby,0,0,0,0,1,0
notverify,0,0,0,0,1,0
garnishi,0,0,0,0,1,0
grayson,0,0,0,0,1,0
withro,0,0,0,0,1,0
arcp,0,0,0,0,1,0
junkdebtcollectors,0,0,0,0,1,0
bogginng,0,0,0,0,1,0
betwent,0,0,0,0,1,0
outsider,0,0,0,0,1,0
unending,0,0,0,0,1,0
nimerous,0,0,0,0,1,0
roundabout,0,0,0,0,1,0
icy,0,0,0,0,1,0
ignal,0,0,0,0,1,0
economical,0,0,0,0,2,0
relapsed,0,0,0,0,1,0
dispenser,0,0,0,0,1,0
unsophisticated,0,0,0,0,1,0
tendered,0,0,0,0,1,0
incorporates,0,0,0,0,1,0
rescindeded,0,0,0,0,1,0
gmail,0,0,0,0,1,0
myimaginecard,0,0,0,0,1,0
injures,0,0,0,0,1,0
tanning,0,0,0,0,2,0
extrinsic,0,0,0,0,1,0
provid,0,0,0,0,1,0
indocates,0,0,0,0,1,0
nfs,0,0,0,0,1,0
succesors,0,0,0,0,1,0
cwhl,0,0,0,0,11,0
pif,0,0,0,0,1,1
asha,0,0,0,0,2,0
hayt,0,0,0,0,2,0
landau,0,0,0,0,1,0
aberteli,0,0,0,0,1,0
abertelli,0,0,0,0,2,0
wssnt,0,0,0,0,1,0
callpaid,0,0,0,0,1,0
xxxxccount,0,0,0,0,1,0
departed,0,0,0,0,1,0
releatives,0,0,0,0,1,0
tey,0,0,0,0,1,0
severeal,0,0,0,0,1,1
caed,0,0,0,0,1,0
realist,0,0,0,0,1,0
reallly,0,0,0,0,1,0
madamas,0,0,0,0,1,0
lethargy,0,0,0,0,1,0
tranunion,0,0,0,0,0,5
dateofbirth,0,0,0,0,0,1
namesreported,0,0,0,0,0,1
addressesreported,0,0,0,0,0,1
adaquate,0,0,0,0,0,1
alters,0,0,0,0,0,2
assassination,0,0,0,0,0,1
curio,0,0,0,0,0,1
unlimitedly,0,0,0,0,0,1
tackle,0,0,0,0,0,1
picketer,0,0,0,0,0,1
verizon,0,0,0,0,0,8
delclaration,0,0,0,0,0,1
prestigious,0,0,0,0,0,1
nebraska,0,0,0,0,0,1
scored,0,0,0,0,0,1
cooridating,0,0,0,0,0,1
compliedi,0,0,0,0,0,1
bankruuptcy,0,0,0,0,0,1
countinuous,0,0,0,0,0,1
authorisation,0,0,0,0,0,3
xxxxexperian,0,0,0,0,0,2
compant,0,0,0,0,0,1
worththiness,0,0,0,0,0,1
hae,0,0,0,0,0,1
curent,0,0,0,0,0,1
pastdue,0,0,0,0,0,3
staue,0,0,0,0,0,1
wasxx,0,0,0,0,0,1
threre,0,0,0,0,0,1
curtail,0,0,0,0,0,1
califonrnia,0,0,0,0,0,1
alternatvely,0,0,0,0,0,1
signups,0,0,0,0,0,1
grubbers,0,0,0,0,0,1
treason,0,0,0,0,0,2
oscar,0,0,0,0,0,8
accessi,0,0,0,0,0,3
breachon,0,0,0,0,0,3
locker,0,0,0,0,0,3
inordinately,0,0,0,0,0,3
littered,0,0,0,0,0,3
inquiriesmy,0,0,0,0,0,3
sction,0,0,0,0,0,1
informally,0,0,0,0,0,1
mointoring,0,0,0,0,0,1
attacehed,0,0,0,0,0,1
bewilderment,0,0,0,0,0,1
contac,0,0,0,0,0,2
billfold,0,0,0,0,0,1
xxxxstate,0,0,0,0,0,1
aprx,0,0,0,0,0,1
accounti,0,0,0,0,0,1
wriring,0,0,0,0,0,1
shaded,0,0,0,0,0,1
shading,0,0,0,0,0,1
iota,0,0,0,0,0,1
hovers,0,0,0,0,0,2
boiling,0,0,0,0,0,2
slick,0,0,0,0,0,1
linesxxxx,0,0,0,0,0,1
depublished,0,0,0,0,0,2
landscape,0,0,0,0,0,2
heretofore,0,0,0,0,0,3
onlythe,0,0,0,0,0,1
adopt,0,0,0,0,0,3
relevancy,0,0,0,0,0,4
wenet,0,0,0,0,0,1
eqafacts,0,0,0,0,0,1
probaly,0,0,0,0,0,1
acr,0,0,0,0,0,1
designator,0,0,0,0,0,4
persoanl,0,0,0,0,0,1
undeleted,0,0,0,0,0,3
disavowed,0,0,0,0,0,1
emotion,0,0,0,0,0,1
verifiction,0,0,0,0,0,1
vein,0,0,0,0,0,1
tracker,0,0,0,0,0,2
certifying,0,0,0,0,0,1
anonymously,0,0,0,0,0,1
synthetic,0,0,0,0,0,1
blended,0,0,0,0,0,1
throughly,0,0,0,0,0,1
infallible,0,0,0,0,0,1
companyacknowledged,0,0,0,0,0,1
withequifax,0,0,0,0,0,1
spill,0,0,0,0,0,1
cied,0,0,0,0,0,1
contrived,0,0,0,0,0,1
organzation,0,0,0,0,0,1
url,0,0,0,0,0,1
ccsusa,0,0,0,0,0,1
nissian,0,0,0,0,0,1
blending,0,0,0,0,0,1
undelierable,0,0,0,0,0,1
fraudluent,0,0,0,0,0,1
statng,0,0,0,0,0,1
accont,0,0,0,0,0,2
correctness,0,0,0,0,0,4
averment,0,0,0,0,0,4
warner,0,0,0,0,0,1
backlash,0,0,0,0,0,1
animosity,0,0,0,0,0,1
envy,0,0,0,0,0,1
strife,0,0,0,0,0,1
hypocrisy,0,0,0,0,0,1
heretic,0,0,0,0,0,1
bigotry,0,0,0,0,0,1
attatched,0,0,0,0,0,8
transunions,0,0,0,0,0,3
dofdxxxx,0,0,0,0,0,1
doue,0,0,0,0,0,1
unacceptably,0,0,0,0,0,1
interchange,0,0,0,0,0,2
lase,0,0,0,0,0,1
refill,0,0,0,0,0,2
equifaxin,0,0,0,0,0,1
aforestated,0,0,0,0,0,1
equfax,0,0,0,0,0,6
tap,0,0,0,0,0,1
fromtransunion,0,0,0,0,0,1
languish,0,0,0,0,0,3
ligament,0,0,0,0,0,1
brave,0,0,0,0,0,1
receve,0,0,0,0,0,1
collction,0,0,0,0,0,1
permanantly,0,0,0,0,0,1
disobedience,0,0,0,0,0,1
acurate,0,0,0,0,0,1
claime,0,0,0,0,0,1
lawsuite,0,0,0,0,0,1
comforter,0,0,0,0,0,2
blat,0,0,0,0,0,1
unwriting,0,0,0,0,0,1
duspute,0,0,0,0,0,1
attepmts,0,0,0,0,0,1
explaing,0,0,0,0,0,1
persistant,0,0,0,0,0,2
advisnig,0,0,0,0,0,1
cese,0,0,0,0,0,1
incharge,0,0,0,0,0,1
flaged,0,0,0,0,0,1
cheater,0,0,0,0,0,1
portrayed,0,0,0,0,0,1
retuns,0,0,0,0,0,1
ocurred,0,0,0,0,0,1
reinvestigating,0,0,0,0,0,1
nonstandard,0,0,0,0,0,1
sidestep,0,0,0,0,0,1
segregate,0,0,0,0,0,1
myfico,0,0,0,0,0,1
monopoly,0,0,0,0,0,2
exc,0,0,0,0,0,1
fooled,0,0,0,0,0,1
lexisnexis,0,0,0,0,0,6
shoul,0,0,0,0,0,1
dbe,0,0,0,0,0,1
inclosed,0,0,0,0,0,1
ccm,0,0,0,0,0,2
equilfax,0,0,0,0,0,1
ccompany,0,0,0,0,0,1
wouldhandle,0,0,0,0,0,1
acdv,0,0,0,0,0,1
xxxxposted,0,0,0,0,0,1
transactionsxx,0,0,0,0,0,1
xxxxrecurring,0,0,0,0,0,4
xxxxpurchase,0,0,0,0,0,3
scorecard,0,0,0,0,0,1
xxxxtotals,0,0,0,0,0,1
xxxxuse,0,0,0,0,0,1
inqs,0,0,0,0,0,3
derelict,0,0,0,0,0,2
removplease,0,0,0,0,0,1
bankrupty,0,0,0,0,0,2
numbskulls,0,0,0,0,0,1
responsed,0,0,0,0,0,1
attem,0,0,0,0,0,1
aninquiry,0,0,0,0,0,1
thisinquiry,0,0,0,0,0,1
verydifficult,0,0,0,0,0,1
abbreviated,0,0,0,0,0,3
naval,0,0,0,0,0,1
simulator,0,0,0,0,0,1
lazier,0,0,0,0,0,1
reckon,0,0,0,0,0,1
angle,0,0,0,0,0,1
mortuary,0,0,0,0,0,1
cemetery,0,0,0,0,0,1
reeling,0,0,0,0,0,1
heel,0,0,0,0,0,1
thaat,0,0,0,0,0,1
scorespace,0,0,0,0,0,1
changeseven,0,0,0,0,0,1
vetted,0,0,0,0,0,1
comthank,0,0,0,0,0,1
edst,0,0,0,0,0,1
disconneced,0,0,0,0,0,1
defied,0,0,0,0,0,1
powered,0,0,0,0,0,2
upsc,0,0,0,0,0,1
freecreditreport,0,0,0,0,0,3
experion,0,0,0,0,0,9
enrols,0,0,0,0,0,1
xxxxbut,0,0,0,0,0,1
tpd,0,0,0,0,0,3
creditchecktotal,0,0,0,0,0,2
advertisment,0,0,0,0,0,1
caan,0,0,0,0,0,1
soil,0,0,0,0,0,1
tern,0,0,0,0,0,1
solvency,0,0,0,0,0,6
conservancy,0,0,0,0,0,6
examinership,0,0,0,0,0,6
reconstruction,0,0,0,0,0,6
bapcpa,0,0,0,0,0,5
continuosly,0,0,0,0,0,1
delincuent,0,0,0,0,0,1
responsability,0,0,0,0,0,1
revenge,0,0,0,0,0,2
defrauder,0,0,0,0,0,1
experain,0,0,0,0,0,12
tease,0,0,0,0,0,1
clickthrough,0,0,0,0,0,2
focusing,0,0,0,0,0,1
ranting,0,0,0,0,0,1
gravely,0,0,0,0,0,11
truns,0,0,0,0,0,1
carring,0,0,0,0,0,1
infowhen,0,0,0,0,0,1
theftwhen,0,0,0,0,0,1
asssure,0,0,0,0,0,1
agnecy,0,0,0,0,0,1
xxxxeach,0,0,0,0,0,1
xxxxva,0,0,0,0,0,3
xxxxabove,0,0,0,0,0,1
collecton,0,0,0,0,0,1
cfpbs,0,0,0,0,0,1
advancexxxx,0,0,0,0,0,1
errant,0,0,0,0,0,1
tmobile,0,0,0,0,0,1
abrogated,0,0,0,0,0,1
ka,0,0,0,0,0,1
bruce,0,0,0,0,0,1
naylor,0,0,0,0,0,1
renumerated,0,0,0,0,0,1
tthrow,0,0,0,0,0,1
goq,0,0,0,0,0,1
couirut,0,0,0,0,0,1
frivilouse,0,0,0,0,0,1
discpute,0,0,0,0,0,1
xxxxdo,0,0,0,0,0,1
minipulating,0,0,0,0,0,1
accountble,0,0,0,0,0,1
unprotected,0,0,0,0,0,1
swhy,0,0,0,0,0,1
arduous,0,0,0,0,0,1
versed,0,0,0,0,0,2
invalidity,0,0,0,0,0,1
solvent,0,0,0,0,0,1
dismissing,0,0,0,0,0,2
subsiduary,0,0,0,0,0,1
reamins,0,0,0,0,0,1
neg,0,0,0,0,0,1
xxxxare,0,0,0,0,0,1
soldin,0,0,0,0,0,1
thecompany,0,0,0,0,0,2
showingup,0,0,0,0,0,1
ifxxxx,0,0,0,0,0,1
currenthome,0,0,0,0,0,1
deposed,0,0,0,0,0,1
lime,0,0,0,0,0,1
applicability,0,0,0,0,0,1
anyhone,0,0,0,0,0,1
automat,0,0,0,0,0,1
disputexxxx,0,0,0,0,0,1
allots,0,0,0,0,0,1
reinserts,0,0,0,0,0,1
mismatch,0,0,0,0,0,1
thwart,0,0,0,0,0,2
aletter,0,0,0,0,0,1
bankrutct,0,0,0,0,0,3
transunionaccording,0,0,0,0,0,2
ispunishable,0,0,0,0,0,1
experiean,0,0,0,0,0,1
grasping,0,0,0,0,0,1
respons,0,0,0,0,0,1
aboveboard,0,0,0,0,0,1
omb,0,0,0,0,0,2
inaccurateand,0,0,0,0,0,1
andscheduled,0,0,0,0,0,1
obfuscates,0,0,0,0,0,1
extortionof,0,0,0,0,0,1
violationof,0,0,0,0,0,1
tostatute,0,0,0,0,0,1
itt,0,0,0,0,0,1
inliting,0,0,0,0,0,1
answere,0,0,0,0,0,1
highschool,0,0,0,0,0,1
checksystems,0,0,0,0,0,1
fraught,0,0,0,0,0,1
finex,0,0,0,0,0,1
leveraging,0,0,0,0,0,1
bureu,0,0,0,0,0,1
completethey,0,0,0,0,0,1
superviso,0,0,0,0,0,1
fastest,0,0,0,0,0,1
preselected,0,0,0,0,0,1
shwing,0,0,0,0,0,1
authroization,0,0,0,0,0,1
frauduantly,0,0,0,0,0,1
ridiciulous,0,0,0,0,0,1
situs,0,0,0,0,0,2
germane,0,0,0,0,0,2
sxxxx,0,0,0,0,0,1
bkpt,0,0,0,0,0,7
falloff,0,0,0,0,0,1
kroll,0,0,0,0,0,2
elentary,0,0,0,0,0,1
udpdate,0,0,0,0,0,1
tuc,0,0,0,0,0,1
overstock,0,0,0,0,0,2
purpatraitor,0,0,0,0,0,1
credirmt,0,0,0,0,0,1
creedit,0,0,0,0,0,1
cedit,0,0,0,0,0,1
partied,0,0,0,0,0,1
majestic,0,0,0,0,0,2
monitory,0,0,0,0,0,1
heartbroken,0,0,0,0,0,1
experians,0,0,0,0,0,5
mistakingly,0,0,0,0,0,1
dress,0,0,0,0,0,1
unwarrented,0,0,0,0,0,1
appretiated,0,0,0,0,0,1
lens,0,0,0,0,0,1
equefax,0,0,0,0,0,1
perpertrator,0,0,0,0,0,1
devise,0,0,0,0,0,1
requsted,0,0,0,0,0,1
voila,0,0,0,0,0,1
misquoting,0,0,0,0,0,1
cnsumers,0,0,0,0,0,1
immeiately,0,0,0,0,0,1
tthe,0,0,0,0,0,1
unbearably,0,0,0,0,0,1
infant,0,0,0,0,0,1
influencing,0,0,0,0,0,1
stander,0,0,0,0,0,1
hippia,0,0,0,0,0,1
border,0,0,0,0,0,2
eq,0,0,0,0,0,8
sucking,0,0,0,0,0,1
depiction,0,0,0,0,0,1
franchiseboard,0,0,0,0,0,1
sac,0,0,0,0,0,1
yearsas,0,0,0,0,0,1
verfiy,0,0,0,0,0,2
lastwritten,0,0,0,0,0,1
autodebit,0,0,0,0,0,2
shameless,0,0,0,0,0,1
udf,0,0,0,0,0,1
so,0,0,0,0,0,4
enroute,0,0,0,0,0,1
rat,0,0,0,0,0,1
hopelessness,0,0,0,0,0,1
alternating,0,0,0,0,0,1
creditability,0,0,0,0,0,3
rigid,0,0,0,0,0,1
inreferrecne,0,0,0,0,0,1
resons,0,0,0,0,0,1
promiced,0,0,0,0,0,1
fustrated,0,0,0,0,0,2
handlebar,0,0,0,0,0,1
yto,0,0,0,0,0,1
equfix,0,0,0,0,0,1
txu,0,0,0,0,0,3
dist,0,0,0,0,0,1
notbe,0,0,0,0,0,1
beloing,0,0,0,0,0,1
experianin,0,0,0,0,0,1
rebuildinghas,0,0,0,0,0,1
characterno,0,0,0,0,0,1
readded,0,0,0,0,0,5
redispited,0,0,0,0,0,1
servicest,0,0,0,0,0,1
unionformity,0,0,0,0,0,1
supposidly,0,0,0,0,0,1
theift,0,0,0,0,0,1
disseminating,0,0,0,0,0,1
denys,0,0,0,0,0,1
orwww,0,0,0,0,0,1
learnmore,0,0,0,0,0,1
isp,0,0,0,0,0,1
creditreport,0,0,0,0,0,2
sup,0,0,0,0,0,2
iare,0,0,0,0,0,1
satified,0,0,0,0,0,1
originalcontract,0,0,0,0,0,1
writtenequifax,0,0,0,0,0,1
havenot,0,0,0,0,0,1
contaced,0,0,0,0,0,1
hevea,0,0,0,0,0,1
equifaxthen,0,0,0,0,0,1
reportand,0,0,0,0,0,1
losns,0,0,0,0,0,1
lioke,0,0,0,0,0,1
contemplated,0,0,0,0,0,1
genealogical,0,0,0,0,0,1
myscore,0,0,0,0,0,9
genealogy,0,0,0,0,0,1
ssue,0,0,0,0,0,3
euifax,0,0,0,0,0,2
skyping,0,0,0,0,0,1
greatfurnituredeal,0,0,0,0,0,2
katy,0,0,0,0,0,1
afterr,0,0,0,0,0,1
baffelled,0,0,0,0,0,1
hassl,0,0,0,0,0,1
suprm,0,0,0,0,0,1
attentioni,0,0,0,0,0,1
concordance,0,0,0,0,0,1
marker,0,0,0,0,0,2
calim,0,0,0,0,0,1
chptr,0,0,0,0,0,1
appropiately,0,0,0,0,0,1
swelled,0,0,0,0,0,2
discernible,0,0,0,0,0,1
fdcra,0,0,0,0,0,6
asnwering,0,0,0,0,0,1
consumber,0,0,0,0,0,1
carter,0,0,0,0,0,2
do,0,0,0,0,0,2
inquriy,0,0,0,0,0,5
reporto,0,0,0,0,0,1
numeral,0,0,0,0,0,1
experianxxxxxxxxxxxx,0,0,0,0,0,1
suppport,0,0,0,0,0,1
similair,0,0,0,0,0,1
adebt,0,0,0,0,0,1
homephone,0,0,0,0,0,1
resodual,0,0,0,0,0,1
crisscrossed,0,0,0,0,0,1
readding,0,0,0,0,0,1
inparticular,0,0,0,0,0,1
nounce,0,0,0,0,0,1
bribe,0,0,0,0,0,1
immediatley,0,0,0,0,0,2
notmines,0,0,0,0,0,1
reuglations,0,0,0,0,0,1
eval,0,0,0,0,0,1
hypothetical,0,0,0,0,0,1
entrepreneur,0,0,0,0,0,1
benefactor,0,0,0,0,0,2
considerately,0,0,0,0,0,1
portraying,0,0,0,0,0,1
demonstrably,0,0,0,0,0,1
blatanlty,0,0,0,0,0,1
mycase,0,0,0,0,0,2
failur,0,0,0,0,0,1
accoriding,0,0,0,0,0,1
marred,0,0,0,0,0,1
aloted,0,0,0,0,0,1
perminiately,0,0,0,0,0,1
filexxxx,0,0,0,0,0,1
prearranged,0,0,0,0,0,1
obligatory,0,0,0,0,0,1
legalization,0,0,0,0,0,1
wisely,0,0,0,0,0,1
applaud,0,0,0,0,0,1
posse,0,0,0,0,0,2
credidt,0,0,0,0,0,1
accurint,0,0,0,0,0,9
riskview,0,0,0,0,0,2
peoplewise,0,0,0,0,0,3
knowx,0,0,0,0,0,3
invents,0,0,0,0,0,1
conflates,0,0,0,0,0,2
murky,0,0,0,0,0,1
insturctions,0,0,0,0,0,1
ssc,0,0,0,0,0,1
partisan,0,0,0,0,0,1
criminaly,0,0,0,0,0,1
boughten,0,0,0,0,0,1
fluris,0,0,0,0,0,1
monitered,0,0,0,0,0,1
havnt,0,0,0,0,0,1
poped,0,0,0,0,0,1
trivially,0,0,0,0,0,1
didputed,0,0,0,0,0,1
willy,0,0,0,0,0,1
nilly,0,0,0,0,0,1
combating,0,0,0,0,0,1
unsupported,0,0,0,0,0,1
monumentally,0,0,0,0,0,1
aboutitems,0,0,0,0,0,1
tmines,0,0,0,0,0,1
tand,0,0,0,0,0,1
daysso,0,0,0,0,0,1
managent,0,0,0,0,0,1
consumerfinancialprottection,0,0,0,0,0,1
billling,0,0,0,0,0,1
peopleequifax,0,0,0,0,0,1
recentjul,0,0,0,0,0,1
pmre,0,0,0,0,0,1
physc,0,0,0,0,0,1
accuses,0,0,0,0,0,1
unauthorise,0,0,0,0,0,1
correctand,0,0,0,0,0,1
dearly,0,0,0,0,0,1
theycant,0,0,0,0,0,1
theysaid,0,0,0,0,0,1
thatpossible,0,0,0,0,0,1
informatoin,0,0,0,0,0,1
crest,0,0,0,0,0,1
thesome,0,0,0,0,0,1
bacause,0,0,0,0,0,1
inaccuarate,0,0,0,0,0,1
deleled,0,0,0,0,0,1
unconditionally,0,0,0,0,0,2
fazed,0,0,0,0,0,1
baseless,0,0,0,0,0,1
acconts,0,0,0,0,0,1
andthey,0,0,0,0,0,1
reportedxx,0,0,0,0,0,3
agencyxxxx,0,0,0,0,0,2
xxxxstatusopenopened,0,0,0,0,0,2
responsibilityindividualbalance,0,0,0,0,0,2
xxxxremarksplaced,0,0,0,0,0,2
collectionxxxx,0,0,0,0,0,1
becausethe,0,0,0,0,0,1
muchalso,0,0,0,0,0,1
soi,0,0,0,0,0,1
feesi,0,0,0,0,0,1
recitfy,0,0,0,0,0,1
attract,0,0,0,0,0,1
wana,0,0,0,0,0,1
trabsunion,0,0,0,0,0,1
anuual,0,0,0,0,0,1
boxis,0,0,0,0,0,1
complacency,0,0,0,0,0,1
mascot,0,0,0,0,0,1
baron,0,0,0,0,0,1
ef,0,0,0,0,0,4
ffffurnishers,0,0,0,0,0,1
teenager,0,0,0,0,0,1
condensed,0,0,0,0,0,1
feeze,0,0,0,0,0,1
thrm,0,0,0,0,0,2
numbertransunion,0,0,0,0,0,1
closeness,0,0,0,0,0,1
subsided,0,0,0,0,0,2
accountsb,0,0,0,0,0,1
statusc,0,0,0,0,0,1
accounte,0,0,0,0,0,1
notf,0,0,0,0,0,1
currentg,0,0,0,0,0,1
currenth,0,0,0,0,0,1
xxxxii,0,0,0,0,0,1
xxxxiii,0,0,0,0,0,1
didiv,0,0,0,0,0,1
accountsi,0,0,0,0,0,1
weed,0,0,0,0,0,1
dca,0,0,0,0,0,1
collectoiion,0,0,0,0,0,1
fiber,0,0,0,0,0,1
owewho,0,0,0,0,0,1
owestatement,0,0,0,0,0,1
debtstatement,0,0,0,0,0,1
youstatement,0,0,0,0,0,1
daysnote,0,0,0,0,0,1
authorit,0,0,0,0,0,1
diabolical,0,0,0,0,0,1
staus,0,0,0,0,0,1
defenseless,0,0,0,0,0,1
verbage,0,0,0,0,0,1
acurately,0,0,0,0,0,1
reguarly,0,0,0,0,0,1
reprt,0,0,0,0,0,1
equiafax,0,0,0,0,0,1
inq,0,0,0,0,0,1
paydayloans,0,0,0,0,0,1
fpur,0,0,0,0,0,1
delinquincy,0,0,0,0,0,1
officr,0,0,0,0,0,1
derog,0,0,0,0,0,1
challanged,0,0,0,0,0,1
sacramen,0,0,0,0,0,1
oin,0,0,0,0,0,1
collectionagency,0,0,0,0,0,1
experiain,0,0,0,0,0,1
leau,0,0,0,0,0,2
beareau,0,0,0,0,0,2
hourse,0,0,0,0,0,1
sendiing,0,0,0,0,0,1
mhl,0,0,0,0,0,1
deleation,0,0,0,0,0,1
eqifax,0,0,0,0,0,3
superviosr,0,0,0,0,0,1
thel,0,0,0,0,0,1
etetr,0,0,0,0,0,1
madethree,0,0,0,0,0,1
noavail,0,0,0,0,0,1
author,0,0,0,0,0,1
centerxxxx,0,0,0,0,0,1
ibeen,0,0,0,0,0,1
myapplying,0,0,0,0,0,1
hardinquiries,0,0,0,0,0,1
byinquiring,0,0,0,0,0,1
creditorsfrom,0,0,0,0,0,1
shashall,0,0,0,0,0,1
apllplications,0,0,0,0,0,1
areasonable,0,0,0,0,0,1
empirically,0,0,0,0,0,1
andstatically,0,0,0,0,0,1
judgmental,0,0,0,0,0,1
companiescompanies,0,0,0,0,0,1
eachthem,0,0,0,0,0,1
canget,0,0,0,0,0,1
forcredit,0,0,0,0,0,1
discouragingnot,0,0,0,0,0,1
reportwith,0,0,0,0,0,1
toestablish,0,0,0,0,0,1
transuion,0,0,0,0,0,3
misspell,0,0,0,0,0,1
atatched,0,0,0,0,0,1
drasticly,0,0,0,0,0,1
inquiree,0,0,0,0,0,1
translated,0,0,0,0,0,1
spr,0,0,0,0,0,1
cour,0,0,0,0,0,1
illictly,0,0,0,0,0,1
obeying,0,0,0,0,0,2
slu,0,0,0,0,0,1
forfails,0,0,0,0,0,1
toolkit,0,0,0,0,0,1
educationthis,0,0,0,0,0,1
windowknow,0,0,0,0,0,1
rightsthis,0,0,0,0,0,1
windowlisted,0,0,0,0,0,1
updatedplease,0,0,0,0,0,1
facet,0,0,0,0,0,1
clearinghouse,0,0,0,0,0,1
irks,0,0,0,0,0,1
drivin,0,0,0,0,0,1
duo,0,0,0,0,0,2
drinking,0,0,0,0,0,1
inted,0,0,0,0,0,1
lawnmower,0,0,0,0,0,3
alabamaalso,0,0,0,0,0,1
ipurchased,0,0,0,0,0,1
theone,0,0,0,0,0,1
theretheir,0,0,0,0,0,1
doorshe,0,0,0,0,0,1
screenby,0,0,0,0,0,1
puta,0,0,0,0,0,1
findmy,0,0,0,0,0,1
airconditioner,0,0,0,0,0,2
creditas,0,0,0,0,0,1
beterminated,0,0,0,0,0,1
forxxxx,0,0,0,0,0,1
countersue,0,0,0,0,0,1
manydifferent,0,0,0,0,0,1
coenside,0,0,0,0,0,1
buraus,0,0,0,0,0,1
captcha,0,0,0,0,0,1
alpha,0,0,0,0,0,1
numeric,0,0,0,0,0,1
requestors,0,0,0,0,0,1
sanctioning,0,0,0,0,0,1
xp,0,0,0,0,0,2
sevaral,0,0,0,0,0,1
creditreporting,0,0,0,0,0,1
emplyer,0,0,0,0,0,1
cl,0,0,0,0,0,1
anymoreafter,0,0,0,0,0,1
imoved,0,0,0,0,0,2
apartmentthe,0,0,0,0,0,1
subside,0,0,0,0,0,1
availed,0,0,0,0,0,1
availment,0,0,0,0,0,1
lag,0,0,0,0,0,2
tellamarketers,0,0,0,0,0,1
tryed,0,0,0,0,0,1
pesonal,0,0,0,0,0,1
brong,0,0,0,0,0,1
credco,0,0,0,0,0,7
laegely,0,0,0,0,0,1
assesing,0,0,0,0,0,2
imbalance,0,0,0,0,0,1
morphed,0,0,0,0,0,1
eperian,0,0,0,0,0,1
posisible,0,0,0,0,0,1
fordwarding,0,0,0,0,0,1
deregotory,0,0,0,0,0,1
lossing,0,0,0,0,0,1
xxxxbankxxxx,0,0,0,0,0,1
agm,0,0,0,0,0,1
fraudulenty,0,0,0,0,0,1
dedicate,0,0,0,0,0,1
smh,0,0,0,0,0,1
everbeen,0,0,0,0,0,1
iave,0,0,0,0,0,1
appoligized,0,0,0,0,0,1
yearsago,0,0,0,0,0,1
exsist,0,0,0,0,0,1
defuncted,0,0,0,0,0,1
maked,0,0,0,0,0,1
ater,0,0,0,0,0,1
ddition,0,0,0,0,0,1
awaited,0,0,0,0,0,3
exac,0,0,0,0,0,1
crcs,0,0,0,0,0,4
crc,0,0,0,0,0,7
ler,0,0,0,0,0,3
ita,0,0,0,0,0,2
idr,0,0,0,0,0,3
malignant,0,0,0,0,0,1
litter,0,0,0,0,0,1
dump,0,0,0,0,0,1
wiithout,0,0,0,0,0,1
legalitems,0,0,0,0,0,1
dop,0,0,0,0,0,1
cloak,0,0,0,0,0,1
reportxxxx,0,0,0,0,0,1
txxxxx,0,0,0,0,0,1
han,0,0,0,0,0,1
usefulness,0,0,0,0,0,1
hendering,0,0,0,0,0,1
summiting,0,0,0,0,0,1
hungre,0,0,0,0,0,1
destroyer,0,0,0,0,0,1
unreporting,0,0,0,0,0,1
ruiened,0,0,0,0,0,1
ejectment,0,0,0,0,0,1
duplicating,0,0,0,0,0,3
undersatanding,0,0,0,0,0,1
philanthropic,0,0,0,0,0,2
ensures,0,0,0,0,0,1
boggling,0,0,0,0,0,1
amercian,0,0,0,0,0,1
democracy,0,0,0,0,0,2
picketing,0,0,0,0,0,1
shotted,0,0,0,0,0,1
hunting,0,0,0,0,0,1
delinquint,0,0,0,0,0,2
amonut,0,0,0,0,0,1
pronounce,0,0,0,0,0,1
irrationally,0,0,0,0,0,1
weopon,0,0,0,0,0,1
lateness,0,0,0,0,0,2
rewrote,0,0,0,0,0,1
berlin,0,0,0,0,0,2
wheeler,0,0,0,0,0,2
eport,0,0,0,0,0,1
countersuit,0,0,0,0,0,1
alledges,0,0,0,0,0,1
deformation,0,0,0,0,0,1
zerord,0,0,0,0,0,1
ovation,0,0,0,0,0,1
smoker,0,0,0,0,0,1
odor,0,0,0,0,0,1
