token,Bankrekening,Consumentenkrediet,Creditcard,Hypotheek,Incasso,Kredietregistratie
emma,1,0,0,0,0,0
viability,1,0,0,0,0,0
occupancy,1,0,1,17,0,2
investor,9,1,1,228,13,4
impeccable,1,2,3,5,0,1
forfeit,6,0,14,7,5,1
mod,1,1,0,106,0,1
hemp,1,0,0,0,0,0
rope,1,2,0,1,0,0
sad,3,0,4,11,2,4
epitaph,1,0,0,0,0,0
stole,4,0,0,0,1,0
ghost,1,0,1,2,0,0
significantly,3,6,10,27,8,14
disadvantage,1,1,1,1,1,0
protocol,7,0,4,7,4,8
ramification,1,0,1,1,0,1
unwillingly,2,0,0,0,0,0
exploit,3,3,0,0,1,0
uncompromise,1,0,0,0,0,0
synovus,2,0,0,0,0,0
presist,1,0,0,0,0,0
row,2,2,9,14,5,4
unforme,1,0,0,0,0,0
usbank,10,5,7,12,0,0
underwriter,2,7,4,157,3,0
goof,2,0,0,0,0,0
availbale,1,0,0,0,0,0
flyer,3,0,6,2,2,0
thesis,1,0,0,1,1,0
construction,4,4,1,35,4,1
relax,1,0,0,2,0,0
relaxed,1,0,0,0,0,0
fraude,2,0,0,0,0,0
interesting,2,1,3,7,2,1
intercede,1,1,0,4,0,0
gram,5,2,1,0,1,0
mediator,1,0,0,12,3,0
ssxxxx,1,0,0,0,0,0
secret,1,0,3,3,0,4
evaluation,1,3,4,53,1,0
spin,1,0,0,3,2,1
bny,2,0,0,3,0,0
mellon,5,0,0,9,6,0
ma,6,4,1,18,11,5
fingerprint,2,0,0,0,0,0
biometric,2,0,0,0,0,0
task,6,0,4,20,0,4
mundane,1,0,0,0,0,0
cold,2,1,3,4,5,1
apliance,2,0,0,0,0,0
written,2,1,0,1,5,2
writting,1,0,0,0,3,1
payme,1,0,0,0,1,0
typical,2,1,6,6,2,1
issuethe,1,0,0,0,0,0
atn,1,0,0,0,0,0
effective,7,4,6,85,14,6
crammer,1,0,0,0,0,0
discount,10,2,29,21,18,4
cross,4,1,2,21,10,0
crd,1,0,4,0,0,0
stumble,1,1,0,1,1,0
mend,1,0,1,1,0,0
listing,3,1,1,11,12,17
phones,1,0,0,0,0,0
circulate,1,0,0,1,1,2
boounce,1,0,0,0,0,0
beliigerent,1,0,0,0,0,0
escort,3,0,0,1,1,0
marriage,1,0,1,9,5,2
safeguard,2,0,1,3,0,3
surplus,2,6,1,24,4,0
condesending,1,0,0,0,0,0
tear,7,8,2,8,11,2
demean,1,0,0,0,0,0
condescend,2,2,5,4,16,0
macy,5,0,190,0,31,0
ro,3,0,0,0,1,0
misdirect,1,0,0,1,0,0
requestedfor,1,0,0,0,0,0
anddeposite,1,0,0,0,0,0
wasnot,1,0,0,1,0,0
subsequent,6,5,9,32,15,5
overdraftcharge,2,0,0,0,0,0
giveme,1,0,0,1,0,0
refusedto,1,0,0,0,0,0
forfive,1,0,0,0,0,0
sheriffs,1,0,0,1,0,0
detective,3,1,1,0,3,0
susquehanna,2,4,0,0,0,0
deli,1,0,0,0,0,0
abrubtly,1,0,0,0,0,0
unsatisfie,2,1,2,2,1,3
tread,2,1,0,0,1,0
mill,2,0,0,6,6,0
mat,2,0,0,0,0,0
bellow,1,0,0,0,0,0
freight,2,0,0,0,0,0
role,2,1,1,7,9,1
involved,2,0,2,3,2,2
vulnerable,3,4,8,4,3,3
speech,1,0,1,1,0,0
intrusive,1,0,0,0,3,0
speedy,1,1,0,0,6,2
pamphlet,2,0,0,1,0,0
accuracy,1,3,5,3,16,95
supportive,2,0,1,0,2,0
advancement,1,1,0,1,2,0
resource,8,2,2,22,53,6
instigate,1,0,0,0,0,1
telecheck,3,0,0,0,0,10
unplug,2,0,0,1,0,0
sevice,1,0,0,3,0,0
affective,1,0,0,0,0,0
thirty,2,6,4,24,9,15
applicable,7,4,6,15,16,7
advising,1,1,0,0,0,0
transpire,1,0,7,2,2,3
signup,2,0,7,0,0,2
tent,3,0,0,0,0,0
wisconsin,2,4,0,1,4,1
weight,2,1,0,4,2,3
allot,1,1,0,4,3,4
allotted,3,2,0,4,8,4
essentails,1,0,0,0,0,0
intervene,2,0,3,13,3,4
unchanged,2,1,3,4,1,5
confident,2,1,7,17,3,5
fla,1,0,0,1,0,0
centralize,1,0,0,1,0,0
fcba,3,0,10,0,0,2
efta,3,0,0,0,0,0
top,1,0,0,0,0,4
definate,1,0,0,0,0,0
here,2,0,0,0,0,1
frivolous,1,0,5,2,12,18
alleged,5,5,3,36,184,67
relevence,1,0,0,0,0,0
punative,1,0,0,0,0,0
explicitly,2,1,10,4,7,3
measurable,1,0,0,1,0,0
guide,3,8,3,12,2,4
culture,1,0,0,2,0,3
rub,1,0,0,0,0,0
internship,1,0,0,1,0,0
differentiation,1,0,0,0,0,0
seriousness,3,1,0,2,0,0
black,3,0,3,9,6,6
injury,7,4,16,35,16,7
multitude,1,0,3,3,0,0
notarize,4,1,0,22,4,6
complexity,1,0,1,1,0,0
sub,2,2,0,11,6,1
messege,2,0,0,0,0,0
reciept,2,0,2,2,4,1
assitant,1,0,0,0,0,0
errore,2,0,0,0,0,1
reprsentation,1,0,0,0,0,0
alright,2,0,3,1,0,0
periodically,1,2,4,3,1,1
asleep,1,0,0,0,1,0
reoccurring,5,0,2,0,0,1
totalling,1,1,2,1,0,0
custodial,1,0,0,7,0,0
ture,1,0,0,0,0,0
disposition,3,4,1,3,4,6
furnisher,4,5,22,1,26,88
capable,2,0,6,5,2,0
fro,1,1,1,10,8,3
privy,1,1,0,4,0,1
scene,3,0,1,0,3,0
conference,6,2,7,36,4,7
overhear,1,0,1,0,1,0
cool,1,1,2,0,1,1
blind,1,1,1,6,1,1
disappoint,3,1,4,3,0,2
fashioned,1,0,0,0,0,0
hinder,2,3,0,9,8,12
flood,2,5,0,159,5,0
adjuster,1,2,0,9,17,0
mac,4,0,3,33,1,3
enrolling,1,0,0,0,0,0
hardware,1,0,0,0,1,0
bundle,1,0,1,3,20,2
lifetime,2,3,3,5,4,3
reading,1,1,3,0,1,1
recoup,4,0,1,8,2,0
unskillful,1,0,0,0,0,0
test,3,10,9,15,8,12
wiring,1,0,0,6,1,0
cit,13,0,2,10,1,0
falsely,3,8,10,22,49,24
truthfully,1,0,0,0,1,2
thankful,2,0,1,4,1,1
equip,1,0,2,2,0,1
regrde,1,0,0,1,0,0
ding,1,0,4,7,4,5
modification,4,9,7,2280,23,28
logo,3,0,5,3,3,0
legit,3,2,2,2,8,3
hose,1,3,0,2,0,0
impersonate,2,0,0,2,2,0
elderly,4,2,3,15,10,1
survivor,1,0,0,1,0,2
discriminated,4,2,0,1,1,0
embarrass,4,2,1,4,7,0
mispelle,2,0,0,0,1,0
revise,1,3,9,20,2,6
multi,2,1,2,4,1,0
notation,4,0,7,7,14,12
identifer,2,0,0,0,0,0
rightful,2,0,2,3,3,2
cust,1,0,3,4,0,0
vitally,1,0,0,0,0,0
surface,1,0,3,2,5,2
falsification,1,0,1,1,0,0
mix,2,5,3,4,9,10
unknowledgeable,1,0,0,0,0,0
practically,2,1,1,1,3,1
tutition,1,0,0,0,0,0
bbt,7,0,0,14,0,0
charage,1,1,1,0,0,0
aforementioned,5,0,6,9,10,9
negligible,1,0,1,1,0,0
ethical,2,3,3,7,6,3
prey,3,3,7,11,5,1
drill,2,0,0,3,0,0
inventory,7,2,2,1,1,1
docs,1,2,2,10,0,0
valuable,3,0,3,11,3,2
inherit,3,0,2,7,1,0
mysterious,1,0,1,4,0,1
characteristic,1,0,0,1,0,0
ar,2,0,2,3,51,1
reappear,1,0,2,1,6,19
unsympathetic,2,0,0,0,0,0
tangle,1,0,0,0,0,0
broken,2,0,1,9,9,2
mailbox,5,1,2,5,5,0
skip,1,13,3,16,9,5
cousin,2,0,0,4,6,0
venture,1,0,8,1,0,1
relations,2,0,0,1,0,0
necessity,2,1,1,4,3,3
maine,2,0,1,3,4,2
cruelty,1,0,0,0,0,0
consumeraffair,1,0,0,0,0,0
consumeraffairs,1,0,0,0,0,0
xxxxwhen,2,0,1,0,0,0
whyi,1,0,0,0,0,0
wifewe,1,0,0,0,0,0
statementsthey,1,0,0,0,0,0
issuei,1,1,0,0,0,1
citizenmy,1,0,0,0,0,0
stuck,3,3,3,6,3,1
poss,1,0,0,0,0,0
overwork,1,0,0,0,0,0
understaffed,1,0,1,2,0,0
curious,1,2,2,2,0,1
trail,3,0,6,15,4,1
legitimately,2,0,3,1,3,4
ur,1,1,0,0,0,1
powerful,1,0,2,0,1,0
debited,2,0,0,0,0,0
norm,1,1,0,5,0,0
anomaly,1,0,0,0,0,1
overturn,3,0,0,2,0,1
vm,2,0,0,0,6,0
umqua,1,0,0,0,0,0
accidentlly,1,0,0,0,0,0
grievance,1,0,2,4,3,2
xxxxhttp,1,0,0,0,0,0
xxxxfrom,1,0,0,1,0,0
misunderstanding,4,0,7,4,2,4
eventualky,1,0,0,0,0,0
adversely,2,3,10,10,2,11
merely,2,0,12,13,11,17
descipable,1,0,0,0,0,0
hidden,1,0,0,2,0,0
deletion,3,2,1,3,19,38
biased,1,1,1,1,0,1
tour,3,0,5,1,5,2
disgression,1,0,0,0,0,0
racial,2,1,5,0,1,0
ethnic,1,0,3,0,0,0
nycb,17,0,0,7,0,0
transient,1,0,0,1,0,0
insistence,1,1,0,2,0,2
comedy,1,0,0,1,0,0
briefly,1,0,4,4,2,2
donation,6,0,4,1,2,0
donor,1,0,0,0,0,0
charter,2,0,9,3,1,0
recession,1,0,0,15,1,1
chagrin,1,0,0,1,0,0
mom,11,6,6,37,37,3
pdt,1,0,0,0,4,0
sweep,2,1,0,2,0,0
flip,3,0,0,5,1,0
typically,10,1,11,9,5,1
verbally,3,14,13,53,28,14
cloned,1,0,0,0,0,0
faithfully,3,2,3,9,4,5
consecutively,1,1,0,1,0,1
sustain,2,3,1,11,4,0
vitriol,1,0,0,0,0,0
ver,1,0,0,1,0,1
usd,18,0,8,4,1,0
cure,1,13,0,32,8,2
sic,1,0,0,1,1,0
broad,2,0,0,2,0,1
setting,1,0,5,0,0,0
supose,1,0,0,1,0,1
fictitious,5,0,0,8,3,2
puerto,1,0,2,3,1,0
rico,1,0,2,7,1,0
disingenuous,2,0,3,3,2,0
claiming,1,0,0,0,1,0
barrier,3,0,7,0,2,1
pt,1,0,2,1,1,1
xxxxxxxxpt,1,0,0,0,0,0
junk,2,1,8,6,6,2
redirect,2,1,2,4,1,3
preferably,1,0,0,0,0,0
inclined,1,0,1,0,1,0
thin,3,0,0,1,2,2
growth,3,1,1,4,1,0
ti,1,0,0,1,1,1
conveniently,3,0,2,10,2,1
pncpaycard,1,0,0,0,0,0
brief,4,1,6,9,6,2
dare,1,0,1,2,1,2
arkansa,1,0,0,1,1,0
observe,5,1,3,3,1,3
extract,1,0,0,7,3,1
satisfying,1,0,0,1,0,0
preserve,2,0,1,6,2,0
subrogation,1,0,0,0,0,0
subrugation,1,0,0,0,0,0
mortgagee,1,0,0,27,1,0
worksheet,1,3,0,3,0,0
mls,1,0,0,3,0,0
prepared,4,2,1,9,3,4
acount,1,0,2,1,5,3
aaving,1,0,0,0,0,0
explaniation,1,0,0,0,0,0
factor,3,7,3,14,5,22
transacion,1,0,0,0,0,0
betrween,1,0,0,0,0,0
mysteriously,2,0,2,5,1,1
irresponsible,2,2,2,8,6,3
slanted,1,0,0,0,0,0
traditional,2,0,0,6,0,1
revolt,1,1,0,0,1,0
sheer,1,1,2,1,0,0
inaction,3,0,1,2,1,0
carelessness,1,0,0,2,1,0
society,3,0,0,1,0,4
corruption,1,1,0,5,0,2
obscure,2,0,1,1,2,2
rearrange,2,0,1,1,0,0
customerswhen,1,0,0,0,0,0
bin,1,0,2,1,0,0
peoplei,1,0,0,0,0,0
gotch,1,0,0,0,0,0
thingthe,1,0,0,0,0,0
stuff,2,8,3,15,3,26
cubicle,3,0,0,0,0,0
workforce,1,0,0,2,0,0
complainer,1,0,0,0,0,0
bag,9,1,6,0,0,3
retune,1,0,0,1,0,1
transition,6,3,7,5,3,11
decipher,2,0,1,1,0,1
notorious,1,1,0,0,1,1
overdrafts,1,0,0,0,0,0
cfp,1,0,0,2,0,0
flow,2,0,3,10,0,0
iincurre,1,0,0,0,0,0
magical,1,1,1,2,0,0
infantalize,1,0,0,0,0,0
infantalizing,1,0,0,0,0,0
bearer,1,0,0,1,0,0
repayment,2,13,19,76,16,3
facilitate,1,2,3,11,5,4
extortion,4,3,4,2,10,3
impatient,2,0,0,0,0,0
jammed,1,0,0,0,0,0
cutoff,2,0,2,5,0,0
csrs,1,0,1,0,0,0
mistaken,2,4,6,4,8,2
thankyou,7,0,5,2,0,2
qualification,8,2,6,23,2,2
michigan,1,3,6,7,13,6
definition,4,2,8,3,5,3
denymy,1,0,0,0,0,0
aba,1,0,0,0,0,0
survey,2,2,2,16,0,0
bluebird,6,0,0,0,0,0
truck,1,39,2,8,10,8
lookout,1,0,0,1,0,0
utah,1,3,0,6,8,4
bayveiw,1,0,0,0,0,0
downpayment,1,5,2,1,0,0
mismanagement,4,1,1,8,1,0
manipulative,2,0,1,0,1,2
workplace,2,1,0,1,13,0
cafeteria,1,0,0,0,0,0
launch,2,1,1,4,2,2
cpfb,5,0,2,2,0,1
quasi,1,0,0,0,1,0
governmental,1,0,0,3,1,2
mechanism,3,0,2,3,1,2
hostage,2,2,8,10,13,5
labeling,1,0,0,0,0,0
tv,4,5,16,5,13,2
lazy,1,2,0,0,0,4
monetarily,1,0,0,2,0,0
reclaim,3,2,1,1,0,1
actor,1,0,0,0,3,1
newspaper,1,0,8,6,5,0
preppe,1,0,0,0,0,0
xxxxcitibanks,1,0,0,0,0,0
regret,2,0,2,1,5,0
foremost,1,0,0,6,3,0
occasionally,2,1,5,4,4,0
committed,1,0,2,5,1,2
reliable,1,3,2,11,2,1
genuinely,1,1,0,1,1,0
gesture,1,1,1,3,1,0
goodwill,1,3,2,3,5,1
xxxxclient,1,0,0,0,0,0
liaisoncitibank,1,0,0,0,0,0
unitcitibank,1,0,0,0,0,0
fw,1,0,0,0,0,0
lt,4,2,2,6,2,2
customercenter,1,0,0,0,0,0
dob,9,4,3,2,29,35
poa,5,1,9,4,5,0
witholde,2,0,0,2,0,0
shuffle,2,0,2,7,4,0
anonymous,1,0,0,1,0,0
holdings,1,0,0,0,5,0
operator,2,3,9,6,7,2
supervision,1,0,4,4,2,0
enforcememnt,1,0,0,0,0,0
unintentional,1,1,1,0,0,0
commonly,1,0,0,2,0,0
emphasize,2,0,3,2,0,3
affirmatively,1,0,1,0,0,0
particularly,4,1,6,9,5,3
east,3,0,2,0,2,0
parcel,2,0,0,16,0,2
craigslist,1,0,0,0,0,0
purchaser,1,7,2,8,4,1
implication,1,0,1,2,11,3
launder,7,0,3,1,0,0
embezzle,1,0,2,0,1,0
nm,1,0,0,1,2,4
repr,1,0,0,0,0,0
crucial,2,1,1,2,0,2
lunch,4,0,1,5,8,1
pray,3,1,1,7,1,0
mr,1,0,11,2,0,0
disturb,1,0,3,4,7,3
banish,1,0,0,0,0,0
thx,1,0,0,2,0,1
backwards,2,0,0,2,0,3
lecture,1,0,0,0,0,0
reconcile,8,0,2,9,2,1
procession,1,0,0,2,0,0
hat,1,0,1,5,4,1
opposed,1,0,0,0,0,0
urgent,4,2,3,15,9,4
fifththird,1,0,0,0,0,0
unaccounted,3,0,0,2,0,0
endeavor,2,0,1,0,0,0
misrepresentation,1,5,5,26,21,6
integrity,4,4,4,14,5,12
platform,2,0,2,2,1,1
pitch,4,0,3,7,0,1
commission,7,9,8,48,69,23
soc,3,0,1,4,16,17
intense,1,0,0,0,0,0
unrealistic,1,1,0,3,0,0
telemarkete,1,0,3,0,0,0
saying,2,0,1,1,2,0
costly,1,0,3,13,0,2
mechanical,2,6,0,0,0,0
allegedly,8,3,10,21,62,17
negotiaite,1,0,0,0,0,0
disgraceful,2,0,0,0,0,1
usual,11,7,6,15,2,2
et,1,2,2,19,15,15
flux,1,0,0,1,0,0
inordinate,1,0,0,3,0,0
chip,17,0,11,0,0,0
distinctly,1,0,2,1,0,2
unqualified,1,0,0,0,0,0
disaster,2,0,0,17,11,1
meaningless,3,0,1,0,0,0
distinction,1,0,1,1,1,0
furious,3,2,4,5,4,3
poster,2,0,0,1,0,0
dead,2,2,3,12,10,10
drafted,1,0,0,0,0,0
shape,3,4,2,7,4,3
fathom,2,0,1,0,0,0
distraught,2,0,1,3,2,1
mn,3,1,0,11,16,7
decree,1,2,3,34,4,5
except,1,0,1,1,2,2
poc,1,0,0,3,0,0
tap,1,2,4,9,1,1
occupy,1,1,0,40,3,0
formality,1,0,0,2,1,0
testamentary,1,0,0,1,0,0
affadavit,4,0,1,0,2,2
profusely,2,1,3,2,1,0
upo,1,0,0,0,0,0
defamation,1,2,1,3,22,13
uncooperative,3,2,1,6,4,2
media,1,0,0,0,0,0
stipend,1,0,0,2,0,0
privately,1,0,1,1,1,2
fare,1,0,8,0,1,0
adequately,2,1,4,7,0,1
clearing,4,2,0,2,0,0
memo,2,0,2,6,0,3
provisionally,1,0,0,0,0,0
modern,1,0,0,0,4,0
era,1,0,0,1,0,0
modernize,1,0,0,0,0,0
unrespected,1,0,0,0,0,0
despise,1,0,0,1,0,0
goodness,1,0,0,0,1,0
plausible,1,0,0,0,1,0
heirloom,1,1,0,0,0,0
aspect,2,1,2,4,2,5
encrypt,2,0,0,2,0,0
grill,1,0,0,0,0,0
niagara,7,2,2,0,1,0
keymoney,1,0,0,0,0,0
prefer,6,5,13,11,6,3
booklet,1,0,0,2,1,0
childhood,1,0,0,0,0,0
pub,2,0,0,1,0,0
contribute,2,0,2,17,2,1
hsas,1,0,0,0,0,0
congress,1,0,2,6,1,10
phishe,1,0,1,0,6,3
skimming,2,0,0,0,0,0
attack,2,4,2,7,16,2
nightmare,3,7,6,58,5,6
cellular,1,0,0,1,8,3
wow,1,0,2,4,3,1
harassing,1,0,1,0,5,0
rant,1,0,0,2,0,1
rave,1,0,0,0,0,0
distasteful,1,0,0,1,0,1
quietly,1,0,2,1,1,1
discipline,1,1,0,1,1,0
mineral,1,0,0,2,0,0
tradeline,1,0,4,2,11,26
forsee,1,0,0,0,0,0
buck,1,0,2,1,5,4
qualifie,1,0,0,1,0,0
vital,1,0,2,0,3,5
shameful,1,0,1,2,0,3
accommodate,1,0,4,4,2,0
stanleys,1,0,0,0,0,0
environment,1,3,1,3,3,1
onlinexxxx,1,0,0,0,0,0
xxxxi,1,2,3,5,6,6
oregon,3,2,0,3,9,5
changeover,1,0,0,0,0,0
disrupt,1,1,0,1,2,0
remuneration,1,0,0,0,1,1
importance,1,1,0,4,2,1
deactivate,3,1,6,2,1,1
matience,1,0,0,0,0,0
wellyou,1,0,0,0,0,0
spare,1,0,0,1,1,0
commercially,1,3,0,0,0,0
formulate,1,0,0,2,0,0
comfortably,1,0,0,0,0,0
assest,1,1,0,0,0,0
expert,1,3,2,8,2,2
reveiw,1,0,0,1,3,0
justification,6,2,7,15,6,3
massive,2,1,4,4,3,4
bet,2,0,0,3,0,2
puttig,1,0,0,0,0,0
risky,1,0,1,5,2,0
etf,1,0,0,0,0,0
horrid,1,0,1,0,0,0
inappropriate,4,2,7,12,17,7
requsete,1,0,0,0,0,0
equitable,1,1,0,4,3,3
dicussion,1,0,0,0,0,0
arch,1,0,0,0,0,0
ect,1,0,0,3,3,4
serveral,2,0,1,1,0,1
potentually,1,0,0,0,0,0
scandel,1,0,0,0,0,0
spit,1,0,0,1,0,0
entice,1,0,6,3,0,0
pm,5,0,1,17,6,0
colorado,5,0,3,20,13,14
suffic,1,0,0,0,0,0
ient,1,0,0,0,0,0
foresee,1,1,0,4,0,0
danger,2,0,1,13,5,1
ebanke,2,0,0,0,0,0
involuntarily,1,0,1,1,1,0
inbox,1,3,1,1,3,0
artist,2,2,3,3,3,0
purge,4,0,1,0,3,6
indefinitely,2,0,2,3,3,4
pleaseeee,1,0,0,0,0,0
focused,2,0,0,1,0,1
warm,1,0,2,1,2,0
adding,1,0,0,0,0,0
deleting,1,0,0,0,0,0
enhance,2,0,1,3,40,2
quarter,3,0,1,12,0,1
mixed,2,0,0,1,1,6
vacate,1,3,0,41,38,17
misinterpreting,1,0,0,0,0,0
strenuous,1,0,1,0,0,0
collapse,1,0,0,6,0,4
professionally,1,2,2,10,0,1
up,2,1,5,12,8,2
coincidentally,2,0,0,1,0,0
maiden,1,0,4,1,8,6
edit,1,1,1,4,2,5
laptop,9,1,5,0,4,1
premature,1,0,0,0,0,0
jumbo,1,0,0,7,0,1
willfully,2,2,4,14,5,14
int,1,0,4,4,3,0
breacher,1,0,0,0,0,0
procaution,1,0,0,0,0,0
thruogh,1,0,0,0,0,0
amounting,1,0,0,0,1,0
prestige,1,21,3,0,0,0
premier,1,0,7,6,7,3
hercitigold,1,0,0,0,0,0
sympathy,1,0,0,1,0,0
assertion,1,0,2,3,6,0
unwarranted,2,0,3,7,3,2
sequence,2,2,0,2,1,0
lap,2,0,0,1,0,0
horrific,1,1,0,5,3,0
educate,2,2,2,2,1,1
wachovia,7,0,6,25,1,0
seniority,1,0,0,0,0,0
pennsylvania,1,1,0,1,17,5
absolutly,1,0,0,0,1,0
privileged,1,0,1,0,1,0
confidential,3,3,3,7,8,5
informationdear,1,0,0,0,0,0
presently,3,1,1,11,0,3
calmly,1,0,1,0,3,0
thot,2,0,0,0,0,0
actively,3,3,4,19,10,5
jump,1,7,6,22,3,7
hoop,1,0,5,13,1,3
wary,1,1,0,1,1,0
pmi,3,0,0,249,1,0
inclusive,2,1,3,5,0,0
unjust,3,2,5,6,9,1
fruad,1,0,0,0,0,0
irregularity,1,0,0,5,3,0
taller,1,0,0,0,0,0
truth,7,12,10,59,13,21
hopeless,2,1,2,0,0,0
defective,5,4,7,10,1,3
terribly,1,1,1,3,1,3
retry,2,0,2,0,0,0
leech,1,1,0,0,0,0
unscrupulous,1,2,4,12,13,2
upsetting,1,3,3,7,6,3
church,1,2,1,6,1,0
memorial,1,0,0,0,0,0
mass,3,0,1,8,2,0
medium,6,5,4,10,9,3
nightclub,1,0,0,0,0,0
typo,1,2,2,5,0,1
misuse,3,0,7,2,1,5
didn,1,0,0,5,4,1
operating,2,0,2,6,1,0
cripple,2,0,1,1,1,0
sine,1,0,1,2,0,1
plainly,1,1,0,1,0,1
authorzie,1,0,0,0,0,0
wifi,2,0,0,0,2,0
pert,2,0,0,0,0,0
mount,1,2,1,7,0,0
amex,3,0,335,0,13,3
fabricate,4,0,3,16,16,3
allegitlly,1,0,0,0,0,0
ledge,1,1,0,0,0,0
retrieval,1,0,0,0,1,1
acces,1,0,0,0,0,0
infor,1,0,0,1,0,2
portal,5,8,6,16,8,19
rich,1,0,0,3,0,2
questionable,2,2,2,14,7,6
mos,1,5,0,10,1,3
bleed,1,0,0,0,0,0
dry,1,1,1,4,1,1
compensated,1,0,0,0,0,0
nonetheless,3,1,2,3,4,2
blablabla,1,0,0,0,0,1
ignoringrequest,1,0,0,0,0,0
attorneylevel,1,0,0,0,0,0
sincexxxx,1,0,0,0,0,0
thisoffice,1,0,0,0,0,0
lawviolation,1,0,0,0,0,0
appropriatelevel,2,0,0,0,0,0
howcfpb,1,0,0,0,0,0
andcoordinate,1,0,0,0,0,0
thorough,2,0,3,9,1,7
dispositione,1,0,0,0,0,0
cfpbdiscourage,1,0,0,0,0,0
tobe,1,0,0,0,0,0
isinvolve,1,0,0,0,0,0
intertwine,1,0,0,0,0,2
tube,1,0,0,0,0,0
driveup,1,0,0,0,0,0
reservation,1,0,41,2,0,0
teammeber,1,0,0,0,0,0
transferring,1,0,0,2,0,0
validity,2,6,5,18,84,58
bsi,2,0,0,83,0,0
stall,1,2,3,40,9,8
everbank,15,0,0,5,0,0
versus,3,2,1,9,3,3
wise,1,1,5,3,9,1
brick,1,0,1,3,2,1
mortar,1,0,1,0,0,0
rec,1,1,2,21,8,0
postman,1,0,0,0,0,0
baby,2,1,1,9,4,0
diminish,1,0,0,1,1,1
restriction,3,0,17,13,8,2
royse,1,0,0,0,0,0
ale,1,0,0,0,0,0
bird,2,0,0,0,0,0
legan,1,0,0,0,0,0
takeover,1,0,0,3,0,0
manufacture,2,1,2,5,3,3
repossession,2,78,0,1,12,11
structured,1,0,1,1,0,0
unneeded,1,0,0,0,0,0
unsuspecting,1,0,5,7,2,0
unreasonably,1,0,2,5,1,0
unusually,1,1,1,2,0,0
clause,3,1,4,22,14,4
incredulously,1,0,0,0,0,0
mistreatment,1,0,0,4,0,1
reap,1,0,2,1,0,0
unmerited,1,0,0,0,0,0
nauseate,1,0,0,0,0,0
hefty,1,0,3,5,1,0
ingrain,1,0,0,0,0,0
model,3,14,4,5,6,8
deceptively,1,1,4,4,3,1
innocent,4,1,1,7,5,3
shall,3,4,4,23,38,34
continuous,2,2,4,10,10,3
flop,1,0,0,1,0,0
weekday,1,0,0,1,3,0
updater,2,0,0,0,0,0
xxxxthank,1,0,1,1,0,1
atty,1,0,1,10,3,0
nonexistent,1,0,0,1,5,6
discriminatory,11,5,13,9,1,2
overzealous,2,0,1,0,1,0
faze,1,0,0,0,0,2
mgr,2,1,3,1,2,2
willingly,2,3,1,1,3,2
voluntarily,2,8,1,2,15,10
tenant,7,0,0,39,40,14
incremental,2,0,0,0,0,0
surmise,2,0,0,0,0,0
disregard,1,3,7,35,13,22
punitive,1,1,1,9,8,7
happnen,1,0,0,0,0,0
dealership,1,155,2,0,10,14
leverage,1,1,1,0,2,2
associated,1,0,1,3,3,2
illustrate,3,0,4,4,1,1
subtotal,1,0,0,0,0,0
printing,4,1,0,0,0,0
deluxe,1,0,0,0,0,0
ldont,1,0,0,0,0,0
tack,2,5,5,19,1,2
ridicoulous,1,0,0,0,0,0
substitute,2,1,0,12,4,0
overly,1,1,0,1,2,3
strenuously,1,0,0,0,2,0
object,1,0,8,11,5,5
pc,2,0,1,4,17,1
hacking,1,0,1,0,1,0
equifax,3,6,3,2,6,1758
writer,2,0,0,4,0,1
overdue,2,7,18,23,13,5
serval,2,0,1,2,0,0
rollover,1,0,0,0,0,0
legible,2,0,1,5,1,2
emblazon,1,0,0,0,0,0
outrage,2,0,0,2,4,2
perpetrate,1,0,5,6,1,2
stockholder,1,0,0,1,0,0
prison,3,0,3,4,7,1
slammer,1,0,0,0,0,0
infinitum,1,0,0,1,0,0
clawback,1,0,1,0,0,0
malfeasance,1,0,0,2,2,0
invoke,1,0,3,2,2,0
motion,1,1,0,38,41,3
insuffivient,1,0,0,0,0,0
lend,2,13,7,64,3,7
iss,1,0,0,0,0,0
everytrhe,1,0,0,0,0,0
tolerate,2,1,1,1,10,0
toe,1,0,1,0,0,0
blackmail,1,2,0,1,2,2
fishy,3,0,1,4,0,0
respectful,1,1,0,1,2,0
summery,1,0,0,2,0,0
cr,4,0,4,2,7,8
morally,2,0,0,2,2,1
unheard,1,1,0,3,2,0
capture,2,0,6,2,0,0
itthey,1,0,0,0,0,0
accountapparently,1,0,0,0,0,0
soonand,1,0,0,0,0,0
knowledgethey,1,0,0,0,0,0
authorizeor,1,0,0,0,0,0
fori,1,0,0,0,0,0
accountand,1,0,0,0,0,0
systemfor,1,0,0,0,0,0
yrs,1,7,9,43,27,32
land,1,0,3,43,10,5
creep,1,0,0,2,1,0
uddap,1,0,0,0,0,0
ruse,1,0,0,1,0,1
patron,1,0,0,2,2,0
slush,1,0,0,0,0,0
consolidator,2,0,0,3,0,0
fraudulantly,2,0,1,1,1,2
xxxxxxxxxxxxto,1,0,0,0,0,0
xxxxrespectfullyxxxx,1,0,0,0,0,0
even,1,0,0,0,0,0
primarily,3,0,1,8,2,0
petty,2,0,1,0,0,0
flabbergast,1,3,0,0,2,0
planning,1,0,1,3,0,1
quarterly,2,0,1,5,0,4
unhackable,1,0,0,0,0,0
develop,2,4,3,7,2,1
mere,4,0,5,5,3,0
